0.019168,0.011935,0.013885,0.019548,0.014635,0.017875,0.017929,0.01321,0.011234,0.019189,0.015955,0.018939,0.018954,0.011255,0.019766,0.011511,0.019987,0.016783,0.02017,0.014607,0.01686,0.01402,0.012929,0.015565,0.012126,0.014937,0.013328,0.019217,0.01069,0.016647,0.019386,0.020194,0.012827,0.01749,0.014586,0.014043,0.011764,0.015056,0.016749,0.014553,0.019582,0.011868,0.017817,0.012129,0.015968,0.010827,0.011147,0.011603,0.016582,0.010384
0.028561,0.026584,0.024517,0.025364,0.028931,0.025195,0.027246,0.029196,0.030027,0.021204,0.027189,0.022556,0.029401,0.028024,0.022067,0.027164,0.025357,0.025569,0.028573,0.024943,0.022764,0.022925,0.028319,0.022481,0.021824,0.026924,0.028738,0.027017,0.02289,0.024115,0.02194,0.025322,0.030476,0.022209,0.031728,0.027314,0.025282,0.030567,0.031665,0.027356,0.029652,0.030242,0.024718,0.029126,0.024434,0.028189,0.022712,0.028507,0.028734,0.026316
0.0028364,0.00092257,0,0,0,0.0036082,0.0021618,0,0,0,0,0.0021458,0,0.0014934,0.0020884,0.0046828,0.0041918,0,0,0,0.0014857,0.0017129,0.0018906,0,0.00055292,0,0.0043692,0.0046917,0,0,0.00011761,0.0049415,0,0,0.0044655,0,0.003789,0,0,0.0035213,0,0.00036327,0,0.0048842,0,0.0019309,0.00078574,0,0,0.00077655
0.0068747,0.016366,0.01433,0.01167,0.0092287,0.012729,0.014337,0.010626,0.012433,0.0067931,0.011484,0.008373,0.015538,0.010205,0.0074147,0.0069781,0.0093787,0.0088251,0.0085971,0.010801,0.010188,0.0087719,0.010424,0.0073875,0.0090108,0.012197,0.0076908,0.010562,0.0060618,0.013448,0.01422,0.0075832,0.0078717,0.015199,0.0063288,0.011315,0.011002,0.0075037,0.006872,0.0073295,0.014693,0.0096158,0.015751,0.0082065,0.015784,0.0096993,0.011456,0.01146,0.0096965,0.0096903
0.0098857,0.006218,0.0052479,0.0032486,0.0018954,0.0078694,0.0085214,0.0053549,0.0080418,0.0048221,0.0097302,0.002659,0.0068741,0.0079112,0.0066701,0.0029195,0.0042753,0.0082717,0.0075738,0.0059313,0.0091918,0.0083748,0.00070553,0.0074191,0.005028,0.0094348,0.0041381,0.0060557,0.008324,0.0051385,0.0053149,0.0068089,0.0085306,0.0086368,0.0024882,0.0083454,0.0026698,0.0052559,0.0048325,0.0021661,0.0033767,0.0042585,0.0081778,0.0069228,0.0062628,0.006025,0.0077124,0.0063697,0.0088388,0.0031549
0.0072936,0,0.005494,0.0051808,0,0.0017942,0.0042848,0.0034514,0.0034468,0,0.0040331,0.0079066,0.0050627,0.0020922,0.0072977,0,0.0065934,0,0.0043843,0.0018745,0.00090008,0,0,0.0058762,0.006571,0.0047314,0.0012122,0.0071508,0.0052886,0.0059142,0.00061959,0.005602,0.0053998,0.0030069,0.0013564,0.0040502,0,0.0026928,0.0034304,0.0068531,0.0024462,0.0047969,0.002819,0.0050985,0,0.0069641,0.0064949,0.0024032,0.0013294,0.0035617
0.0061032,0.003873,0.0026519,0.011327,0.0037575,0.0095877,0.011554,0.0047514,0.0086449,0.011189,0.0036509,0.0090208,0.0091655,0.0082731,0.0075382,0.0077976,0.0116,0.0093679,0.0093805,0.0065317,0.0052695,0.0092625,0.0081233,0.010715,0.005154,0.0036619,0.0083827,0.0052811,0.0048983,0.0064571,0.010807,0.0034673,0.0019063,0.0089679,0.0090553,0.008484,0.0020671,0.0071209,0.011813,0.0056767,0.0085832,0.0078307,0.0051185,0.0020685,0.01012,0.0064173,0.0083798,0.0040536,0.0022388,0.0062959
0.012884,0.008295,0.01547,0.016182,0.011266,0.013148,0.012863,0.013582,0.011367,0.013365,0.0099387,0.01775,0.010882,0.017527,0.011047,0.0151,0.016635,0.013094,0.0079409,0.013031,0.016268,0.009811,0.014647,0.012267,0.0075239,0.014705,0.0082235,0.017312,0.016582,0.011357,0.010508,0.014708,0.011539,0.0087767,0.017274,0.0088334,0.016219,0.012399,0.01543,0.010952,0.017506,0.0080806,0.01508,0.0080098,0.014692,0.013941,0.014638,0.012934,0.0096037,0.0080206
0.012557,0.0157,0.015045,0.013079,0.01368,0.011345,0.015581,0.012811,0.01725,0.018683,0.01297,0.011734,0.015976,0.019225,0.014072,0.016025,0.012353,0.010979,0.014664,0.018471,0.018373,0.012434,0.018325,0.010935,0.017276,0.014424,0.0096426,0.0117,0.016241,0.018586,0.011237,0.0097938,0.010326,0.014206,0.016658,0.019007,0.015011,0.018238,0.01389,0.014347,0.0098233,0.017055,0.015146,0.01736,0.01848,0.011096,0.0096763,0.013205,0.016408,0.017505
0.016258,0.016154,0.016359,0.020021,0.020376,0.021348,0.01508,0.019995,0.020603,0.022399,0.02395,0.016637,0.022168,0.018323,0.01885,0.015434,0.01533,0.018816,0.024806,0.020999,0.016571,0.017585,0.018672,0.018741,0.018631,0.01776,0.022352,0.023155,0.020514,0.02284,0.022446,0.022065,0.017133,0.023288,0.017417,0.022698,0.022451,0.01485,0.021221,0.022588,0.021289,0.02409,0.022197,0.01805,0.019704,0.022747,0.01811,0.022402,0.015755,0.014871
